order_id,customer_id,product_name,category,quantity,unit_price,order_date,payment_method,country
689,C049,Desk Organizer,Office,2,21.36,2025-06-03,PayPal,France
690,C213,Protein Powder,Sports,5,33.23,2025-02-25,Credit Card,Italy
691,C068,Laptop Sleeve,Electronics,3,31.04,2025-05-11,Credit Card,Netherlands
692,C227,Wireless Mouse,Electronics,5,28.76,2025-04-18,Debit Card,France
693,C138,Coffee Mug,Home,2,8.22,2025-05-29,Bank Transfer,Italy
694,C105,Mechanical Keyboard,Electronics,1,123.68,2025-02-08,Credit Card,Greece
695,C224,Running Shoes,Sports,2,87.69,2025-02-11,Bank Transfer,Germany
696,C215,Coffee Mug,Home,4,9.92,2025-05-29,PayPal,Greece
697,C019,Wireless Mouse,Electronics,2,26.73,2025-07-01,Bank Transfer,Greece
698,c093,Laptop Sleeve,Electronics,4,29.12,2025-04-19,Credit Card,Italy
699,C019,Resistance Bands,Sports,1,24.8,2025-03-11,Credit Card,Greece
700,C049,Bluetooth Speaker,Electronics,5,61.99,2025-07-02,Debit Card,Italy
701,C192,Laptop Sleeve,Electronics,4,30.66,2025-02-11,PayPal,Netherlands
702,C227,Yoga Mat,Sports,2,34.7,2025-03-02,Bank Transfer,Italy
703,C154,Fitness Tracker,Electronics,3,80.2,2025-04-05,PayPal,France
704,C212,Mechanical Keyboard,Electronics,5,123.13,2025-03-17,Debit Card,Spain
705,C066,Monitor Stand,Office,4,57.81,2025-05-09,Bank Transfer,Greece
706,C153,Wireless Mouse,Electronics,5,25.39,2025-02-18,PayPal,Greece
707,C220,Mechanical Keyboard,Electronics,1,121.09,2025-07-10,PayPal,Italy
708,C147,Desk Lamp,Home,1,43.25,2025-01-24,Bank Transfer,France
709,C228,Desk Organizer,Office,2,16.24,2025-03-15,PayPal,France
710,C235,Bluetooth Speaker,Electronics,1,60.9,2025-04-08,Bank Transfer,Germany
711,C180,Desk Organizer,Office,1,21.35,2025-06-16,PayPal,Greece
712,C021,Running Shoes,Sports,3,94.34,2025-04-14,Bank Transfer,Spain
713,c198,Notebook Set,Office,5,7.94,2025-01-17,Bank Transfer,Greece
714,C139,Desk Organizer,Office,2,15.9,2025-04-08,Debit Card,Germany
715,C101,Fitness Tracker,Electronics,5,80.36,2025-06-11,Credit Card,Germany
716,C038,Desk Lamp,Home,3,47.96,2025-02-05,Bank Transfer,Italy
717,C068,USB-C Cable,Electronics,4,10.54,2025-05-23,Bank Transfer,Netherlands
718,C144,Bluetooth Speaker,Electronics,4,61.92,2025-04-26,Debit Card,Italy
719,C064,Notebook Set,Office,1,10.98,2025-03-24,Bank Transfer,France
720,C029,HDMI Cable,Electronics,4,14.56,2025-04-18,PayPal,Germany
721,c007,Resistance Bands,Sports,2,20.17,2025-04-14,Bank Transfer,Italy
722,C210,Notebook Set,Office,2,11.56,2025-07-09,PayPal,Germany
723,C029,Running Shoes,Sports,2,87.01,2025-06-22,Debit Card,France
724,C029,Resistance Bands,Sports,4,20.67,2025-05-15,Credit Card,France
725,C053,Laptop Sleeve,Electronics,5,32.83,2025-03-22,Bank Transfer,Italy
726,C179,Wireless Mouse,Electronics,4,24.35,2025-06-13,Credit Card,France
727,C203,Protein Powder,Sports,3,39.55,2025-01-28,Bank Transfer,Netherlands
728,C170,Phone Case,Electronics,3,23.93,2025-02-11,Credit Card,France
729,C060,Coffee Mug,Home,5,13.92,2025-02-09,PayPal,Spain
730,C048,Bluetooth Speaker,Electronics,5,58.97,2025-05-12,Credit Card,Greece
731,C086,Tennis Racket,Sports,4,67.47,2025-02-24,Credit Card,France
732,C078,Notebook Set,Office,5,7.56,2025-03-26,Credit Card,Netherlands
733,C209,Wireless Mouse,Electronics,5,25.72,2025-03-27,Debit Card,Germany
734,C036,USB-C Cable,Electronics,4,11.42,2025-05-28,Debit Card,Spain
735,C249,Resistance Bands,Sports,5,20.05,2025-04-09,Bank Transfer,Italy
736,C149,Laptop Sleeve,Electronics,2,32.63,2025-02-19,PayPal,Netherlands
737,C035,HDMI Cable,Electronics,2,12.53,2025-07-01,Debit Card,France
738,C185,Yoga Mat,Sports,2,32.24,2025-04-06,Debit Card,Netherlands
739,C250,HDMI Cable,Electronics,4,19.46,2025-04-02,Bank Transfer,Netherlands
740,C239,Phone Case,Electronics,2,18.47,2025-03-04,Credit Card,Germany
741,C157,Protein Powder,Sports,3,33.85,2025-06-19,Debit Card,Italy
742,C092,USB-C Cable,Electronics,4,14.7,2025-02-18,Bank Transfer,Netherlands
743,C100,Tennis Racket,Sports,4,63.81,2025-02-19,Debit Card,Germany
744,C249,Wireless Mouse,Electronics,3,28.36,2025-04-30,Debit Card,Netherlands
745,C053,USB-C Cable,Electronics,2,12.1,2025-05-07,Bank Transfer,Netherlands
746,C064,HDMI Cable,Electronics,4,14.49,2025-01-25,Bank Transfer,Netherlands
747,C191,Desk Organizer,Office,5,16.37,2025-06-01,Credit Card,Italy
748,C225,Running Shoes,Sports,2,87.21,2025-05-27,Bank Transfer,Netherlands
749,C196,Running Shoes,Sports,2,93.98,2025-03-30,Bank Transfer,Spain
750,C074,Fitness Tracker,Electronics,2,84.25,2025-05-03,PayPal,Italy
751,C232,Desk Lamp,Home,4,47.78,2025-06-29,Bank Transfer,Greece
752,C200,Desk Organizer,Office,5,18.09,2025-02-18,Bank Transfer,SP
753,C117,Desk Organizer,Office,2,18.09,2025-05-11,Credit Card,France
754,C183,Water Bottle,Sports,1,15.6,2025-02-07,Credit Card,Netherlands
755,c135,Coffee Mug,Home,5,11.39,2025-06-20,Debit Card,Spain
756,C044,Mechanical Keyboard,Electronics,5,123.95,2025-07-02,Debit Card,Germany
757,C183,Running Shoes,Sports,4,93.05,2025-04-03,PayPal,Netherlands
758,C161,Water Bottle,Sports,1,16.98,2025-02-17,Debit Card,Greece
759,C118,Tennis Racket,Sports,4,69.06,2025-06-03,Credit Card,Italy
760,C151,Tennis Racket,Sports,4,,2025-04-29,Bank Transfer,Greece
761,C226,Laptop Sleeve,Electronics,3,28.47,2025-06-22,Debit Card,Greece
762,c090,Running Shoes,Sports,2,94.26,2025-01-23,PayPal,France
763,C107,Water Bottle,Sports,2,17.29,2025-07-06,PayPal,Italy
764,C147,Laptop Sleeve,Electronics,2,27.74,2025-05-11,PayPal,Greece
765,C095,Coffee Mug,Home,1,10.76,2025-05-04,Credit Card,France
766,C221,Phone Case,Electronics,3,18.67,2025-05-29,Bank Transfer,Italy
767,C015,Yoga Mat,Sports,5,37.79,2025-06-25,Credit Card,Spain
768,C202,Resistance Bands,Sports,4,23.2,2025-06-19,PayPal,France
769,C091,Desk Lamp,Home,5,47.83,2025-06-08,Bank Transfer,Italy
770,C207,Water Bottle,Sports,5,12.01,2025-03-15,PayPal,GE
771,C161,Yoga Mat,Sports,2,32.36,2025-06-21,Bank Transfer,Spain
772,C207,Bluetooth Speaker,Electronics,1,59.24,2025-06-27,Debit Card,Netherlands
773,C079,Resistance Bands,Sports,5,19.91,2025-06-04,PayPal,Greece
774,C102,Desk Organizer,Office,5,18.14,2025-01-22,Debit Card,Germany
775,C173,Tennis Racket,Sports,4,63.24,2025-01-24,Debit Card,Spain
776,C222,Laptop Sleeve,Electronics,3,27.44,2025-05-13,Bank Transfer,Netherlands
777,C145,Mechanical Keyboard,Electronics,5,121.62,2025-06-01,Credit Card,Germany
778,C235,Monitor Stand,Office,1,54.71,2025-02-22,PayPal,Greece
779,C137,Water Bottle,Sports,5,16.76,2025-06-19,Bank Transfer,Germany
780,C193,Resistance Bands,Sports,3,19.69,2025-01-23,PayPal,Spain
781,C096,Fitness Tracker,Electronics,3,77.8,2025-03-11,PayPal,Germany
782,C200,Bluetooth Speaker,Electronics,1,64.23,2025-05-08,Credit Card,Spain
783,C088,Tennis Racket,Sports,5,68.16,2025-04-04,PayPal,Germany
784,C241,Scented Candle,Home,2,12.1,2025-03-08,Credit Card,Spain
785,c030,Wireless Mouse,Electronics,3,26.73,2025-01-26,Credit Card,France
786,C134,Resistance Bands,Sports,1,26.14,2025-06-11,PayPal,Netherlands
787,C050,Resistance Bands,Sports,3,24.37,2025-05-31,PayPal,Spain
788,C041,Phone Case,Electronics,1,21.33,2025-01-18,Credit Card,Germany
789,C070,Desk Lamp,Home,3,42.57,2025-06-10,Debit Card,Germany
790,C087,Laptop Sleeve,Electronics,4,30.76,2025-01-27,Debit Card,Greece
791,C028,Coffee Mug,Home,1,8.42,2025-02-06,Bank Transfer,Spain
792,C152,Fitness Tracker,Electronics,5,83.44,2025-04-16,PayPal,France
793,C172,Laptop Sleeve,Electronics,1,33.49,2025-05-14,Debit Card,Greece
794,C120,Yoga Mat,Sports,4,33.85,2025-04-04,Bank Transfer,Spain
795,C221,Protein Powder,Sports,3,37.59,2025-04-18,Bank Transfer,Germany
796,C202,Mechanical Keyboard,Electronics,4,120.8,2025-05-19,Credit Card,Greece
797,C119,Water Bottle,Sports,3,12.82,2025-04-14,Debit Card,Italy
798,C204,Yoga Mat,Sports,3,36.26,2025-06-06,Credit Card,France
799,C106,Notebook Set,Office,5,8.57,2025-03-18,Debit Card,Spain
800,C209,Desk Organizer,Office,4,21.05,2025-05-06,PayPal,Italy
801,C172,USB-C Cable,Electronics,5,14.27,2025-05-19,Credit Card,Italy
802,C025,Fitness Tracker,Electronics,2,81.69,2025-04-03,Bank Transfer,Greece
803,C153,Coffee Mug,Home,3,8.73,2025-05-21,Credit Card,Greece
804,C149,Wireless Mouse,Electronics,2,27.24,2025-07-03,Debit Card,Spain
805,C148,Fitness Tracker,Electronics,2,81.46,2025-03-08,PayPal,France
806,C078,HDMI Cable,Electronics,3,19.88,2025-02-06,Credit Card,Italy
807,C033,Resistance Bands,Sports,1,24.63,2025-04-19,Credit Card,Greece
808,C092,Yoga Mat,Sports,3,37.62,2025-01-22,Debit Card,Spain
809,C082,Coffee Mug,Home,4,8.68,2025-04-22,Bank Transfer,Italy
810,C036,Bluetooth Speaker,Electronics,5,58.22,2025-04-23,PayPal,Spain
811,C172,Desk Lamp,Home,2,42.13,2025-01-17,Credit Card,Netherlands
812,C125,HDMI Cable,Electronics,2,18.44,2025-02-05,Debit Card,Netherlands
813,C229,Protein Powder,Sports,4,36.07,2025-06-23,Debit Card,Spain
814,C116,Coffee Mug,Home,3,11.83,2025-03-13,Debit Card,Spain
815,C217,Notebook Set,Office,,10.11,2025-03-24,Bank Transfer,Italy
816,C010,Desk Organizer,Office,4,20.14,2025-07-14,PayPal,Greece
817,C021,Desk Lamp,Home,5,42.63,2025-03-27,Bank Transfer,Italy
818,C023,Notebook Set,Office,4,10.57,2025-06-25,Credit Card,Netherlands
819,C080,Protein Powder,Sports,1,35.62,2025-04-12,Credit Card,Spain
820,C147,Mechanical Keyboard,Electronics,4,118.34,2025-04-15,PayPal,France
821,C153,Resistance Bands,Sports,5,22.79,2025-03-22,Credit Card,Netherlands
822,C014,Resistance Bands,Sports,5,19.66,2025-01-21,PayPal,Spain
823,C218,Phone Case,Electronics,3,23.85,2025-02-17,,France
824,C029,Protein Powder,Sports,2,35.56,2025-06-15,Debit Card,Netherlands
825,C067,Notebook Set,Office,4,13.37,2025-03-02,Credit Card,France
826,C153,Desk Lamp,Home,4,47.29,2025-04-30,Bank Transfer,Germany
827,C043,Bluetooth Speaker,Electronics,5,59.11,2025-04-13,Credit Card,Netherlands
828,C014,Water Bottle,Sports,4,15.81,2025-04-27,Bank Transfer,France
829,C237,Laptop Sleeve,Electronics,2,29.09,2025-04-22,Bank Transfer,Spain
830,C112,Wireless Mouse,Electronics,3,25.52,2025-05-09,Bank Transfer,Netherlands
831,C245,Running Shoes,Sports,1,91.78,2025-05-31,PayPal,Spain
832,C070,Mechanical Keyboard,Electronics,3,122.23,2025-03-24,Credit Card,France
833,C198,Notebook Set,Office,5,11.02,2025-03-05,PayPal,Netherlands
834,C141,Wireless Mouse,Electronics,1,23.77,2025-02-01,Credit Card,Spain
835,C115,Monitor Stand,Office,2,52.27,2025-03-28,PayPal,Germany
836,C015,Protein Powder,Sports,2,39.65,2025-06-17,Credit Card,Netherlands
837,C155,Desk Lamp,Home,4,47.57,2025-07-02,Debit Card,Greece
838,C120,USB-C Cable,Electronics,4,16.73,2025-03-26,Bank Transfer,Netherlands
839,C083,Phone Case,Electronics,2,20.05,2025-02-02,PayPal,Greece
840,C016,Phone Case,Electronics,3,20.92,2025-03-01,Bank Transfer,Greece
841,C157,Coffee Mug,Home,2,8.14,2025-06-29,Bank Transfer,Greece
842,C056,Protein Powder,Sports,1,32.27,2025-05-08,PayPal,Greece
843,C187,Phone Case,Electronics,4,,2025-01-19,Bank Transfer,Germany
844,C010,Coffee Mug,Home,3,11.59,2025-02-22,PayPal,Spain
845,C241,Tennis Racket,Sports,4,68.25,2025-05-06,Bank Transfer,Netherlands
846,C139,Notebook Set,Office,1,10.04,2025-04-23,Bank Transfer,Greece
847,C092,Mechanical Keyboard,Electronics,3,124.98,2025-04-27,Credit Card,Netherlands
848,C094,Laptop Sleeve,Electronics,3,32.17,2025-02-04,Bank Transfer,France
849,C011,Coffee Mug,Home,2,12.03,2025-04-01,Bank Transfer,Greece
850,C022,Fitness Tracker,Electronics,2,77.1,2025-02-19,Credit Card,Germany
851,C062,Tennis Racket,Sports,4,66.27,2025-01-31,PayPal,Spain
852,c116,Wireless Mouse,Electronics,1,29.29,2025-04-11,Credit Card,France
853,C031,Bluetooth Speaker,Electronics,5,61.62,2025-05-12,Debit Card,Netherlands
854,C010,Desk Lamp,Home,4,49.26,2025-07-01,Credit Card,Spain
855,C063,Desk Lamp,Home,1,48.57,2025-02-28,Credit Card,France
856,C157,Water Bottle,Sports,5,15.98,2025-01-31,Credit Card,Greece
857,C057,USB-C Cable,Electronics,2,14.93,2025-05-04,PayPal,Netherlands
858,C250,Desk Organizer,Office,5,21.61,2025-02-19,PayPal,Germany
859,C086,USB-C Cable,Electronics,1,10.84,2025-03-26,Debit Card,Spain
860,C043,Fitness Tracker,Electronics,2,77.7,2025-06-12,Credit Card,Germany
861,C157,Coffee Mug,Home,2,7.04,2025-01-19,Bank Transfer,Greece
862,C023,Desk Organizer,Office,3,16.52,2025-05-01,Bank Transfer,Netherlands
863,C070,Scented Candle,Home,,13.88,2025-04-30,Debit Card,Germany
864,C047,Tennis Racket,Sports,5,65.35,2025-02-06,PayPal,France
865,C050,Yoga Mat,Sports,5,36.06,2025-02-08,PayPal,Italy
866,C161,Bluetooth Speaker,Electronics,3,63.36,2025-01-28,Debit Card,Greece
867,C248,Tennis Racket,Sports,4,69.38,2025-03-01,Debit Card,Netherlands
868,C094,Resistance Bands,Sports,2,23.93,2025-05-06,PayPal,France
869,C117,Running Shoes,Sports,1,93.18,2025-01-28,Debit Card,Germany
870,C030,USB-C Cable,Electronics,2,11.09,2025-05-08,PayPal,Spain
871,C084,Notebook Set,Office,1,7.4,2025-04-08,Debit Card,Greece
872,C052,Coffee Mug,Home,2,10.87,2025-02-02,Bank Transfer,Italy
873,C038,Bluetooth Speaker,Electronics,5,59.98,2025-05-11,Debit Card,Spain
874,C050,Monitor Stand,Office,3,52.26,2025-03-07,PayPal,Germany
875,C072,Desk Lamp,Home,1,43.37,2025-05-14,Bank Transfer,Spain
876,C227,Resistance Bands,Sports,5,26.76,2025-02-24,Debit Card,Italy
877,C023,HDMI Cable,Electronics,5,15.78,2025-05-20,Debit Card,Italy
878,C004,HDMI Cable,Electronics,2,16.63,2025-03-19,PayPal,Spain
879,C152,Desk Lamp,Home,5,42.32,2025-01-16,Bank Transfer,Greece
880,C197,Scented Candle,Home,1,15.48,2025-05-03,Bank Transfer,Spain
881,C026,Fitness Tracker,Electronics,4,82.92,2025-03-17,Credit Card,Italy
882,C105,Bluetooth Speaker,Electronics,2,62.17,2025-04-16,PayPal,Germany
883,C123,Resistance Bands,Sports,2,24.98,2025-07-14,Bank Transfer,IT
884,C117,Fitness Tracker,Electronics,2,83.22,2025-07-14,Bank Transfer,Germany
885,C119,Wireless Mouse,Electronics,1,23.25,2025-04-23,PayPal,Italy
886,C070,Protein Powder,Sports,5,32.64,2025-06-11,Debit Card,Netherlands
887,C189,Running Shoes,Sports,5,87.79,2025-07-06,PayPal,Greece
888,C159,Running Shoes,Sports,3,91.37,2025-04-18,Debit Card,Netherlands
889,C182,Bluetooth Speaker,Electronics,2,57.9,2025-04-10,Debit Card,Italy
890,C241,Desk Organizer,Office,2,22.68,2025-03-13,PayPal,France
891,C109,Phone Case,Electronics,1,20.61,2025-01-31,PayPal,France
892,C213,Yoga Mat,Sports,4,36.97,2025-05-31,PayPal,Spain
893,C243,USB-C Cable,Electronics,2,12.63,2025-05-12,Credit Card,Greece
894,C246,USB-C Cable,Electronics,1,15.08,2025-02-26,PayPal,Greece
895,C224,Bluetooth Speaker,Electronics,5,60.32,2025-06-24,Credit Card,France
896,C239,Desk Lamp,Home,4,47.9,2025-04-13,Bank Transfer,SP
897,C049,USB-C Cable,Electronics,1,14.13,2025-03-15,PayPal,Spain
898,C202,Mechanical Keyboard,Electronics,4,119.43,2025-06-15,Bank Transfer,Spain
899,C203,Resistance Bands,Sports,2,21.98,2025-03-22,Debit Card,Spain
900,C217,Running Shoes,Sports,2,94.55,2025-04-15,PayPal,Spain
901,C042,Laptop Sleeve,Electronics,3,32.53,2025-03-02,Debit Card,Netherlands
902,C040,Water Bottle,Sports,2,16.6,2025-02-13,Credit Card,France
903,C095,Water Bottle,Sports,2,14.54,2025-06-07,Credit Card,Netherlands
904,C096,Fitness Tracker,Electronics,5,84.26,2025-02-25,PayPal,Greece
905,C128,Desk Lamp,Home,4,49.76,2025-04-06,Debit Card,Greece
906,C130,Mechanical Keyboard,Electronics,3,122.34,2025-05-16,PayPal,Italy
907,c187,Fitness Tracker,Electronics,3,80.73,2025-07-10,Credit Card,Netherlands
908,C174,Laptop Sleeve,Electronics,1,31.93,2025-04-03,Credit Card,Spain
909,C092,USB-C Cable,Electronics,3,13.71,2025-01-29,Debit Card,Italy
910,C197,Phone Case,Electronics,2,23.79,2025-01-20,Credit Card,Italy
911,C246,USB-C Cable,Electronics,5,12.04,2025-04-25,Debit Card,Spain
912,C242,Running Shoes,Sports,3,93.73,2025-04-26,Debit Card,Netherlands
913,C096,Wireless Mouse,Electronics,3,30.81,2025-04-13,PayPal,France
914,C023,Bluetooth Speaker,Electronics,4,58.3,2025-05-01,Bank Transfer,France
915,C230,HDMI Cable,Electronics,4,13.65,2025-02-19,Credit Card,Germany
916,C223,Scented Candle,Home,3,9.05,2025-01-31,Bank Transfer,Greece
917,C070,HDMI Cable,Electronics,2,16.53,2025-06-06,Bank Transfer,Netherlands
918,C052,Water Bottle,Sports,4,18.58,2025-03-30,Bank Transfer,Greece
919,C150,Resistance Bands,Sports,4,,2025-06-07,Bank Transfer,Germany
920,C068,Resistance Bands,Sports,4,20.43,2025-02-15,PayPal,Spain
921,C166,Notebook Set,Office,1,13.45,2025-02-14,PayPal,Spain
922,C191,Monitor Stand,Office,5,57.02,2025-05-18,Bank Transfer,France
923,C178,Yoga Mat,Sports,3,33.3,2025-05-26,Credit Card,France
924,C082,Fitness Tracker,Electronics,2,79.08,2025-04-16,Debit Card,Greece
925,C234,Monitor Stand,Office,1,57.11,2025-03-30,PayPal,Italy
926,C050,Water Bottle,Sports,1,14.58,2025-06-17,Debit Card,Italy
927,C217,Resistance Bands,Sports,3,23.28,2025-07-09,PayPal,Greece
928,C037,Wireless Mouse,Electronics,2,29.22,2025-05-27,PayPal,France
929,C236,Water Bottle,Sports,1,13.77,2025-03-11,Debit Card,Italy
930,C230,Laptop Sleeve,Electronics,5,30.67,2025-07-10,Credit Card,Spain
931,C210,Desk Lamp,Home,1,47.53,2025-05-17,PayPal,France
932,C114,Protein Powder,Sports,5,34.43,2025-04-12,Debit Card,Netherlands
933,C031,Notebook Set,Office,2,7.31,2025-07-11,Debit Card,Netherlands
934,C034,USB-C Cable,Electronics,4,9.65,2025-07-10,Credit Card,Greece
935,C111,Running Shoes,Sports,2,91.01,2025-02-11,Credit Card,Netherlands
936,C031,Phone Case,Electronics,1,17.07,2025-01-31,PayPal,Netherlands
937,C032,Protein Powder,Sports,2,37.35,2025-06-14,Debit Card,GE
938,C038,Phone Case,Electronics,5,23.83,2025-04-14,PayPal,Germany
939,C157,Notebook Set,Office,5,12.06,2025-06-09,Credit Card,Greece
940,C136,Bluetooth Speaker,Electronics,2,57.02,2025-03-28,Debit Card,Italy
941,C237,Bluetooth Speaker,Electronics,5,61.71,2025-05-16,PayPal,Netherlands
942,C246,Yoga Mat,Sports,2,33.71,2025-04-15,Bank Transfer,Spain
943,C029,Mechanical Keyboard,Electronics,1,118.09,2025-05-14,Credit Card,Italy
944,C181,Resistance Bands,Sports,5,22.95,2025-01-25,Credit Card,France
945,C117,Protein Powder,Sports,3,36.42,2025-07-09,Bank Transfer,Germany
946,C219,HDMI Cable,Electronics,2,14.93,2025-02-01,,Netherlands
947,C173,Tennis Racket,Sports,1,67.27,2025-04-26,Bank Transfer,Italy
948,C037,Coffee Mug,Home,4,14.39,2025-07-11,Credit Card,Netherlands
949,C017,Monitor Stand,Office,2,58.75,2025-04-11,Debit Card,Italy
950,C060,HDMI Cable,Electronics,4,19.54,2025-03-27,PayPal,Netherlands
951,C171,Protein Powder,Sports,4,38.13,2025-05-19,PayPal,Germany
952,C065,Tennis Racket,Sports,4,62.8,2025-03-15,Debit Card,Greece
953,C018,Tennis Racket,Sports,1,67.43,2025-03-01,Bank Transfer,Italy
954,C160,Protein Powder,Sports,1,33.61,2025-02-03,Bank Transfer,Spain
955,C126,Scented Candle,Home,3,13.37,2025-06-02,PayPal,Italy
956,C009,HDMI Cable,Electronics,1,18.81,2025-04-23,Bank Transfer,France
957,C010,Running Shoes,Sports,2,88.21,2025-06-06,PayPal,Netherlands
958,C080,Coffee Mug,Home,4,11.42,2025-02-12,Bank Transfer,Netherlands
959,C121,Tennis Racket,Sports,5,64.11,2025-02-24,Credit Card,Spain
960,c097,Protein Powder,Sports,3,32.22,2025-03-28,PayPal,Greece
961,C215,Monitor Stand,Office,3,54.73,2025-06-13,Credit Card,Netherlands
962,C089,Monitor Stand,Office,4,53.95,2025-04-14,Credit Card,Netherlands
963,C080,Desk Organizer,Office,1,16.42,2025-07-10,Credit Card,France
964,C138,Mechanical Keyboard,Electronics,1,121.12,2025-05-12,Bank Transfer,Italy
965,C006,Tennis Racket,Sports,5,66.56,2025-01-20,PayPal,Spain
966,C026,Tennis Racket,Sports,1,65.97,2025-07-10,Debit Card,France
967,C171,Mechanical Keyboard,Electronics,2,124.76,2025-06-21,PayPal,France
968,C163,USB-C Cable,Electronics,5,9.88,2025-03-10,PayPal,France
969,C103,Notebook Set,Office,5,8.19,2025-02-07,Credit Card,Italy
970,C206,Scented Candle,Home,4,15.37,2025-05-04,Debit Card,France
971,C078,Scented Candle,Home,3,12.31,2025-05-05,PayPal,Germany
972,C132,Fitness Tracker,Electronics,5,82.53,2025-03-02,Credit Card,Netherlands
973,C148,Tennis Racket,Sports,2,69.5,2025-07-03,Bank Transfer,France
974,C158,HDMI Cable,Electronics,5,13.6,2025-06-24,Credit Card,Italy
975,C062,Desk Lamp,Home,3,48.88,2025-05-06,Bank Transfer,France
976,C163,Bluetooth Speaker,Electronics,4,58.27,2025-03-24,PayPal,Netherlands
977,C061,Coffee Mug,Home,2,7.21,2025-02-13,Debit Card,Germany
978,C080,Fitness Tracker,Electronics,,82.08,2025-06-07,Bank Transfer,Spain
979,C041,Phone Case,Electronics,2,22.26,2025-01-22,PayPal,France
980,C219,Running Shoes,Sports,4,89.41,2025-01-20,Credit Card,Greece
981,C017,HDMI Cable,Electronics,3,19.54,2025-07-05,Credit Card,Spain
982,C036,Notebook Set,Office,1,10.81,2025-06-10,Credit Card,Italy
983,C199,Scented Candle,Home,3,13.8,2025-05-22,Credit Card,Germany
984,C081,Mechanical Keyboard,Electronics,5,118.74,2025-04-24,Debit Card,Spain
985,C055,Phone Case,Electronics,4,17.44,2025-04-29,PayPal,Italy
986,C180,Yoga Mat,Sports,3,37.46,2025-06-03,Bank Transfer,Spain
987,C226,Desk Lamp,Home,3,42.17,2025-05-16,PayPal,France
988,C156,Running Shoes,Sports,1,91.32,2025-07-10,Debit Card,France
989,C246,Monitor Stand,Office,1,55.11,2025-05-31,Debit Card,Spain
990,C101,Phone Case,Electronics,3,18.67,2025-02-07,Debit Card,France
991,C235,Fitness Tracker,Electronics,3,79.09,2025-06-28,Bank Transfer,Greece
992,C200,Tennis Racket,Sports,4,65.38,2025-04-30,PayPal,Netherlands
993,C026,Water Bottle,Sports,3,15.37,2025-05-24,Credit Card,France
994,C141,Mechanical Keyboard,Electronics,4,122.13,2025-07-11,Credit Card,Greece
995,C114,Desk Lamp,Home,1,44.44,2025-04-27,Debit Card,Netherlands
996,C029,Water Bottle,Sports,2,17.49,2025-05-27,Debit Card,Italy
997,C082,Fitness Tracker,Electronics,4,82.4,2025-02-18,PayPal,Germany
998,C205,Resistance Bands,Sports,2,20.46,2025-02-05,Bank Transfer,France
999,C242,Desk Organizer,Office,2,20.68,2025-01-20,Credit Card,Italy
1000,c233,USB-C Cable,Electronics,4,16.31,2025-03-06,PayPal,Netherlands
1001,C159,HDMI Cable,Electronics,5,19.65,2025-03-22,Debit Card,Greece
1002,C146,Yoga Mat,Sports,1,38.62,2025-05-29,Bank Transfer,Spain
1003,C058,Bluetooth Speaker,Electronics,2,60.94,2025-03-24,PayPal,Netherlands
1004,C220,Bluetooth Speaker,Electronics,5,62.41,2025-03-11,PayPal,Netherlands
1005,C105,Desk Lamp,Home,1,46.94,2025-03-30,PayPal,Germany
1006,C095,Desk Organizer,Office,4,16.57,2025-02-05,Credit Card,Spain
1007,C178,Coffee Mug,Home,2,11.77,2025-04-23,Bank Transfer,Netherlands
1008,C143,Running Shoes,Sports,1,94.17,2025-04-10,Debit Card,Spain
1009,C241,Protein Powder,Sports,1,36.95,2025-01-16,PayPal,Italy
1010,C102,Monitor Stand,Office,2,53.43,2025-06-07,Credit Card,Italy
1011,C127,Mechanical Keyboard,Electronics,4,122.68,2025-02-17,Credit Card,France
1012,C067,Yoga Mat,Sports,3,38.97,2025-01-26,Debit Card,Spain
1013,C192,Monitor Stand,Office,4,58.64,2025-03-28,PayPal,Italy
1014,C133,Mechanical Keyboard,Electronics,4,124.96,2025-02-26,PayPal,Netherlands
1015,C039,Laptop Sleeve,Electronics,4,27.43,2025-01-28,Debit Card,Germany
1016,C121,Phone Case,Electronics,2,17.92,2025-07-14,Bank Transfer,Spain
1017,C127,Running Shoes,Sports,4,90.84,2025-04-16,Bank Transfer,Spain
1018,C222,Desk Lamp,Home,1,48.95,2025-04-14,Credit Card,Germany
1019,C044,Scented Candle,Home,3,,2025-06-08,Debit Card,Italy
1020,C197,Desk Organizer,Office,2,21.65,2025-05-01,Credit Card,Germany
1021,C228,Mechanical Keyboard,Electronics,1,119.99,2025-03-28,Credit Card,Spain
1022,C028,Mechanical Keyboard,Electronics,2,123.65,2025-01-22,Credit Card,Spain
1023,C117,Phone Case,Electronics,5,24.75,2025-07-02,Credit Card,France
1024,C244,Fitness Tracker,Electronics,3,83.81,2025-06-09,Debit Card,Germany
1025,C073,Mechanical Keyboard,Electronics,1,120.19,2025-02-02,Bank Transfer,Greece
1026,C248,Coffee Mug,Home,1,10.1,2025-01-20,Debit Card,Germany
1027,C166,Desk Lamp,Home,1,47.89,2025-04-01,Bank Transfer,Spain
1028,C232,Protein Powder,Sports,2,36.09,2025-04-16,Credit Card,France
1029,C227,Coffee Mug,Home,4,13.04,2025-03-24,Bank Transfer,Greece
1030,C158,Water Bottle,Sports,4,12.32,2025-06-25,Bank Transfer,Greece
1031,C119,Notebook Set,Office,2,9.25,2025-05-21,Credit Card,France
